question	answer	label
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	qatari uniform	0
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	but yea right a suit [img_assist|nid=73057|title=.|desc=|link=none|align=left|width=|height=0]	1
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	A formal suit with tie is the best for a business meeting even in this 48 degree temp people ware suit in this country...dont ware jeans/casuals	1
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	depends on whom u gonna meet.. if its a normal person u can go in formals.. but he is in an important post.. suit is always a gud option..	1
Guys; I'm just enquiring about what one should wear to business meetings in Doha? Are there certain things a man should or shouldn't wear (Serious replys only - not like A man shouldn't wear a dress)!!!! Thanks - Gino	suit + tie even 45 degree temp.	1
does anyone know?	we were at the Phone souq last Friday and were told an iPad costs 3;500 QR	2
If a person leaving Qatar for vacation doesnt return back from his country; are there possibilities for GCC ban apart from the 2 year ban to Qatar ????	We covered this already! But dont take my word for it as always; being as I get my information from someone who gave you the facts from his daily job as a HR exec. You will be banned 2 years..... and considered someone who abandoned his job....... Salam	0
If a person leaving Qatar for vacation doesnt return back from his country; are there possibilities for GCC ban apart from the 2 year ban to Qatar ????	No GCC ban...	1
If a person leaving Qatar for vacation doesnt return back from his country; are there possibilities for GCC ban apart from the 2 year ban to Qatar ????	Then no...Unless you had a security deportation from Qatar a crime you committed; you would also be blocked from GCC.... Why not just work outside GCC......?	1
none	If you are banned in Dubai you are banned in all GCC.	2
none	it is possible	2
none	I believe you can work in Qatar after a 6 month period as opposed to the 2 year period you need to wait in the UAE.	0
none	Ban in dubai doesn't affect your working in Qatar. Personal experience :-)	2
none	Unless banned b cos of Criminal Activity;Bank fraud	1
none	Until & Unless you are banned in the entire GCC... You can work in Qatar. Ban in Dubai doesn't mean a Ban in GCC.	2
none	Guys; It depends on the nature of the ban. Normally a ban is a no entry situation. If he is having a no entry stamp to Dubai then he will not be able to get visa to any of the GCC countries. The Immigration system of all the other countries will ave details of the person and it will normally block the visa. I know some guys in India unable to get visa to any other GCC countries because of the ban in Dubai.	2
none	naughty naughty...if you are banned from Dubai you don't wanna come work here. It's way more strict and you will find yourself banged up for even a minor thing.	2
none	Ban applies to ALL GCC	2
Well; I have an iPhone that is cracked and works fine with everything except for the internet...Can somebody please provide me with the settings for the Mobile Internet or the EDGE settings?? Thank you.	just go to Qtel if they have settings for the Edge because service provider are the one who will give it. and for the wifi; just connect it to any open wifi range. if ever ask for username and password; just provide it. (if you dont now the password; that is another problem..)	2
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	yes	0
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	you absolutely free .. welcome to Qatar any time and feel free	0
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	"""Yes you can!!! """"do what you like! like what you do"""" that's what i'm saying....go ahead ur an american."""	0
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	Without a man you can travel anywhere inside Doha. Yes! it is not like America; very safe country. Nobody steal from you anything; it's 100% guarantee. Also; out of Qatar you can travel. But; you need EXIT PERMIT. Yes; even a MAN from Mass need Exit Permit once need to go out of Qatar. You are just an Amarican lady only.	0
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	if you stay less than month no need to have exit latter.only you need latter if u stay more than a month.. welecome and good day	0
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	lady's are free to exit Qatar any time no need for any kinds of permanent	0
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	"""it depends on your visa. If you entered Qatar with the Vsit Visa; ou don't need an exit permit. If you came on Business Visa and stay LESS than 1 month; you still do not need a visa. If you came on Business Visa and stay more than 1 month; you will need an Exit permit. And if you have an RP here; you will DEFINITELY need an exit permit from your sponsor; unless you are under your husband's sponsorship. Whoever say """"Lady's do not need an exit permit""""; have no clue what they are saying...again; all depends on your status here"""	1
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	yeah; and exit permit can be done in 3 minutes over the internet if your sponsor has an internet access to it. otherwise it takes few hours.	2
Hi;I have a chance to relocate to Doha and would love to photograph the middle east bu.....can an american woman travel with her kids in and out of the country without a man or a exit visa?	You don't need an exit permit I'm an American woman and I have traveled many times without my husband. No problem. Other nationalities; unfortunately; are not so lucky.	0
Can anyone help? GNC has a small selection and is very expensive. Thanks!	Yeah man; there's a sport supplements store on Mergab Street a.k.a. Al-Nasr Street.. on the opposite side to the 'marmara istanbul' & 'mashawi alarab'. It's the only other place I've found; they have some brands that the GNC stores don't; but still don't have everything. Hope that helps.	2
Can anyone help? GNC has a small selection and is very expensive. Thanks!	Al Mana Go-sport at Villagio used to have a decent selection; though they were out of stock the last time I went there which was a few months back....	0
Can anyone help? GNC has a small selection and is very expensive. Thanks!	Just to let people know. I went to al-Merqab street today and the sport supplement shop there is closed. So I guess the only alternative left is GNC and perhaps Al Mana Go-sport at Villagio.	0
Can anyone help? GNC has a small selection and is very expensive. Thanks!	Yeah; it's closed permanently. Apparently there is also there is another shop called York Sport Nutrition. They have two branches: York Sports Nutrition (Shop 1) : Tel : 4371434 23 Al – Jazeera St. – Fariq Bin Mahmoud York Sports Nutrition (Shop 2) : Tel : 4874347 Bin Omran Main Road Their webpage is http://www.yorksnutrition.com I haven't been there myself but I'll try to go tomorrow.	1
Can anyone help? GNC has a small selection and is very expensive. Thanks!	Check this out: http://www.qatarliving.com/items/sporting-goods/advert/whey-proteingold-standard330-riyal5lbs	1
why its very hard like impossible for Pakistani to get RP now adays?	because the number of visas for pakistani are finished	2
why its very hard like impossible for Pakistani to get RP now adays?	Well i dont know why they are doing so. The nations such as Pakistanis; indians; Bangladeshis played a major role in developing Qatar and some sacrifice their whole life for this country but now in return westerns are enjoying better life; more respect & high salaries then these ppls.. Even now govt put ban on their entry...	2
why its very hard like impossible for Pakistani to get RP now adays?	terrorism	2
I have tried to check all possible supermarkets in the whole Doha and I cant find a Tofu. Do you have any idea where I can get one? Please; I cant live life without it. Thank you!	MegaMart	1
I have tried to check all possible supermarkets in the whole Doha and I cant find a Tofu. Do you have any idea where I can get one? Please; I cant live life without it. Thank you!	Tofu is available at MegaMart; along with Scottish plain short breads; Ferrero Rocher; Guylian; Merci and more..:)) Sorry; I was listing my favorites there. Salam	1
I have tried to check all possible supermarkets in the whole Doha and I cant find a Tofu. Do you have any idea where I can get one? Please; I cant live life without it. Thank you!	I had it yesterday. You can usually find it in the refrigerated section at Megamart.	1
I have tried to check all possible supermarkets in the whole Doha and I cant find a Tofu. Do you have any idea where I can get one? Please; I cant live life without it. Thank you!	Korean store at Nasser street? There; you can find tofu of different sizes.	2
I have tried to check all possible supermarkets in the whole Doha and I cant find a Tofu. Do you have any idea where I can get one? Please; I cant live life without it. Thank you!	tofu;you can buy tofu at the indo grocery near alfardan centre.they also have tofu at irani grocery in soq al asiri. markhiya?ummm;try carrefour landmark?	2
In my view Qatar pay more Salary for workers in Gulf region. my friend argu Kuwait. which country paying more salary for workers?	United Arab Emirates..!	0
In my view Qatar pay more Salary for workers in Gulf region. my friend argu Kuwait. which country paying more salary for workers?	Qatar is paying more salary	1
In my view Qatar pay more Salary for workers in Gulf region. my friend argu Kuwait. which country paying more salary for workers?	I think it is qatar but I think bcos it is also the most costly place in gulf.	0
In my view Qatar pay more Salary for workers in Gulf region. my friend argu Kuwait. which country paying more salary for workers?	I would say Qatar is paying more salary as compare to other gulf countries.	1
In my view Qatar pay more Salary for workers in Gulf region. my friend argu Kuwait. which country paying more salary for workers?	I think it depends on your job but I would say the best payers are Saudi Arabia closely followed by Kuwait but neither of those places are pleasant enough to endure just for a few more bills in your pay cheque. The UAE pays ok and Abu Dhabi is a cheaper and more interesting place to live than Qatar.	0
In my view Qatar pay more Salary for workers in Gulf region. my friend argu Kuwait. which country paying more salary for workers?	Yeah; may be Qatar. Simply because of the cost of living compared to other GCC countries much higher here. Saudi is not paying good salary for the workers. But the workers can enjoy free food and accommodation there with majority of employers.	0
In my view Qatar pay more Salary for workers in Gulf region. my friend argu Kuwait. which country paying more salary for workers?	Gulf Business Magazine (circa Jan 27 - Feb 8 edition) featured Gulf Salary Survey 2009. According to the survey; Qatar is generaly paying more than other countries in GCC; with Kuwait is among the worst. In the other hand; for similar position; Arab Nationals is paid highest; followed by Western Expatriate; Arab Expatriate then Asian Expatriate.	1
In my view Qatar pay more Salary for workers in Gulf region. my friend argu Kuwait. which country paying more salary for workers?	KSA with compare to the Cost of Living. I think lost of the people answer here have not visited anyother country	2
How many days does it take to finish the processing of a Work Permit?	Just today i went for the workpermit medical. I think the process works as follows: 1. Your company applies online for WP and you get a piece of paper that it is issued. - Max 1 week. 2. They get a medical date - another week max. 3. Finger printing - another 3-4 days. 4. WP card - another 2-3 days. above days are just from my personal experience and may vary.	0
How many days does it take to finish the processing of a Work Permit?	these are two different things.. Tepgam67 is asking about Work permit while being on Family visa. shapil is talking about residence permit. that's what happens when unprofessional people try to give an advice. Tepgam67; if you have an RP here; to obtain a Work permit you need police clearance and the contract certified in MOL. How long it takes to finalize the process depends on several factors. ometimes it takes 3-4 days; sometimes it takes 1 month and even more. If you don't have an RP here (i.e. you are on 6 months family visa); you cannot work; and therefore you cannot obtain a Work permit.	0
Hi all; I hope some one to help me; I have an offer letter from a company in Qatar and by today it has been 2 monthes since I sent them all required papers for the Visa and still they said it's not ready yet. (I'm Syrian) my question how long does it usually take and what is the maximum duration ? Thanks in advance ارجوكم ساعدوني	I am facing the same; I was informed that syrian visa is not easy it get. If you are single; ask them to get you on business visa which could be valid for 3 months..till they get u the RP. Good luck	2
Please; anyone?? Do they have Spinney's or Choitrams there?	  better watch out b4 you get kicked out by admin.   there is no such thing here in Qatar because its banned and forebidden in Islam. and second thing PM Mr. Paul as he is the only member here from Bahrain no one else. [img_assist|nid=73057|title=.|desc=|link=none|align=left|width=|height=0]	2
When musheirib(National Area)existed; there was one small sweet shop called DELHI SWEETS; where we used to get good laddoos; samosas and jalebis. But since that area got demolished; more than a year back. I cannot trace the shop; dont know where they moved; re-settled. Does anyone knows; where it is ? which location exactly. Please advise. Thanks.	They did not relocate/reopen. Go with Bombay sweets behind Qatar Toyota building (old navigation building lane).	0
When musheirib(National Area)existed; there was one small sweet shop called DELHI SWEETS; where we used to get good laddoos; samosas and jalebis. But since that area got demolished; more than a year back. I cannot trace the shop; dont know where they moved; re-settled. Does anyone knows; where it is ? which location exactly. Please advise. Thanks.	It is near small Al Meera (besides post office) in Muntaza area.	2
When musheirib(National Area)existed; there was one small sweet shop called DELHI SWEETS; where we used to get good laddoos; samosas and jalebis. But since that area got demolished; more than a year back. I cannot trace the shop; dont know where they moved; re-settled. Does anyone knows; where it is ? which location exactly. Please advise. Thanks.	have seen Delhi sweets in Doha Jadeed area...	1
When musheirib(National Area)existed; there was one small sweet shop called DELHI SWEETS; where we used to get good laddoos; samosas and jalebis. But since that area got demolished; more than a year back. I cannot trace the shop; dont know where they moved; re-settled. Does anyone knows; where it is ? which location exactly. Please advise. Thanks.	rizk; i was about to comment same..It is really in DOHA JADEED...:D	1
Are the items inside Doha airport (Duty Free) cheaper compared to those that are sold inside the malls?	oh ok; my bad ! i read it wrongly !! i think its cheaper in Duty free but not Much of a difference.	0
Are the items inside Doha airport (Duty Free) cheaper compared to those that are sold inside the malls?	No; I've not noticed the price being cheaper in Duty Free. It's just more convenient; almost same price and on your way out plus weight does not count to your allowed limit.	2
Are the items inside Doha airport (Duty Free) cheaper compared to those that are sold inside the malls?	Yes it is	2
Are the items inside Doha airport (Duty Free) cheaper compared to those that are sold inside the malls?	Perfumes and Cosmetics are cheaper in all the Duty Free shops compared to the local market prices. It will be 15-20% cheaper through out the Duty Free shops in the world. Food items and confectionaries might not be cheaper in many cases. Electronics are cheaper in the local market.	2
Hi all.. We have a young baby [ 2 months old]. My wife has to resume work by the middle of September. We are looking for babycare options here. Is there any babysitting facility available in doha?	There is a regulated nursery service in doha but at premium rates and difficult to obtain a place; and now due to new regulations there are a reduced number of places. but with careful search you should be able to find a Nursery place. Do ask to see their Ministry registration. Outside of this there is the home provision by employing a Nanny; which is a costly activity initially. There is also many who will offer the service privately unregulated. Its your choice who you trust this small child with. Child care should be planned proir to the babys birth. we have nine months to plan for this day and children deserve the best decisions from us . check Doha Mums website . good Luck.	1
Hi all.. We have a young baby [ 2 months old]. My wife has to resume work by the middle of September. We are looking for babycare options here. Is there any babysitting facility available in doha?	HI!!!! IM A FILIPNA MATURED IM LOOKING O WORK AS BABYSITTER LIVE OUT AND ALSO TAKE TO MY HOME CALL ME IF ANY INTERESTED PARTY OR KABAYAN PINOY....# 44342471 THANKS AND MAY GOD BLESS.....	2
Hi all.. We have a young baby [ 2 months old]. My wife has to resume work by the middle of September. We are looking for babycare options here. Is there any babysitting facility available in doha?	we accept baby sistting service link: http://www.qatarliving.com/node/8413836	0
I am very interested to know if there are any expatriate tennis clubs in Doha that anyone can join? I am at a decent standard and would like to play once / twice per week so joining a club would be ideal. If anyone (who is also at a decent level) would like a game then please drop me an e-mail and we can arrange something. Thanks	OK; no worries. Maybe play at Shearton inside? I am back in Doha this weekend so drop me a text next week on 589 7136 to organise. Cheers	0
I am very interested to know if there are any expatriate tennis clubs in Doha that anyone can join? I am at a decent standard and would like to play once / twice per week so joining a club would be ideal. If anyone (who is also at a decent level) would like a game then please drop me an e-mail and we can arrange something. Thanks	We normally play tennis at Khalifa Tennis at least twice a week (Tuesday and Friday); but I would prefer to play for at least 3 times a week or even more. So; if you are interested; I could introduce you to some players so that we could play together. What nationality are you? Thanks and regards.	1
I am very interested to know if there are any expatriate tennis clubs in Doha that anyone can join? I am at a decent standard and would like to play once / twice per week so joining a club would be ideal. If anyone (who is also at a decent level) would like a game then please drop me an e-mail and we can arrange something. Thanks	I also play tennis with some friends. I also want to join a club. I play at Khalifa Tennis near Foodruckers and Bennigan's. ==================== ==================== Once you go Mac; you'll never go back! http://www.apple.com http://www.philmug.ph	1
I am very interested to know if there are any expatriate tennis clubs in Doha that anyone can join? I am at a decent standard and would like to play once / twice per week so joining a club would be ideal. If anyone (who is also at a decent level) would like a game then please drop me an e-mail and we can arrange something. Thanks	hi - i wud love u play tennis as much as possible. so; if you guys can use one more player; please count me in. i can be reached at ranabzh@hotmail.com regards - rana	2
Hello all I will be relocating from the UK to Qatar September time; I currently play TT in the 3rd division of a local league. I have seen posts about TT but most are non-current - is there a league or TT clubs / nights in Doha? I'm keen to play.. Mike	visit Qatar Bowling Center during thursday and friday and you'll find people playing TT there....	0
Hello all I will be relocating from the UK to Qatar September time; I currently play TT in the 3rd division of a local league. I have seen posts about TT but most are non-current - is there a league or TT clubs / nights in Doha? I'm keen to play.. Mike	except ramadhan; people are playing eveyday. We have a club that playing on Monday and Wednesday afternoon. PM for info	2
Hello all I will be relocating from the UK to Qatar September time; I currently play TT in the 3rd division of a local league. I have seen posts about TT but most are non-current - is there a league or TT clubs / nights in Doha? I'm keen to play.. Mike	I talked with the coach of Club Al Wakrah and they want a boys ages 7 to 8. They will train your kid and even pay him and it's good enviroment. Ya gat 10 clubs in total Wakrah; Al Jaish; Al Garrafa to name a few.	0
does anyone know the name of the park near villagio mall? thanks	aspire zone	1
does anyone know the name of the park near villagio mall? thanks	Aspire.........everybody is allowed to go to Aspire. We always spend our time with kids there in the evening.	1
does anyone know the name of the park near villagio mall? thanks	Yep; Aspire Park. Anyone can go and there's always a good atmosphere. Try a picnic on Thursday or Friday evening.	1
does anyone know the name of the park near villagio mall? thanks	aspire zone/ aspire park	1
does anyone know the name of the park near villagio mall? thanks	Aspire;;;;really nice place..afterall..entry free.. (ana free jana free;;pakray gay tou khana free) sorry just a bad joke	1
Hi Am a bachelor here (decent executive) and i want to watch a movie on Friday at the Villagio mall cinema Can i go - i mean i heard Friday's shopping malls are only for families etc .; Is this true ?? Pls do let me know Best Harish	As per rules; yes its family day on Fridays. But whether you would actually be barred from entry depends upon various factors like your nationality; security guard on duty and your luck. :-)	1
Hi Am a bachelor here (decent executive) and i want to watch a movie on Friday at the Villagio mall cinema Can i go - i mean i heard Friday's shopping malls are only for families etc .; Is this true ?? Pls do let me know Best Harish	Actually thats the rule;but normally there is no problem for a well dressed decent guy.	1
Villagio is on fire agagin today???	no it was sidra hospital	2
Villagio is on fire agagin today???	yes sure sidra hospital far from villagio	2
Villagio is on fire agagin today???	http://www.qatarliving.com/node/13554381	2
Villagio is on fire agagin today???	IT WAS SIDRA HOSPITAL (UNDER COSTRUCTION BUILDING)	2
Villagio is on fire agagin today???	confirmed the villagio is on fire again from my wife...	2
Hair Salon - Has anyone seen a Loreal Salon in Doha? I would assume it may be in one of the hotels/resorts. The salon would have Loreal branding on the window..... Thanks S	You might try Coiffure Francaise at 468-9211. Their ad in Marhaba magazine says they are a l'Oreal salon. They are next to Gulf Crafts in the Haya Commercial plaza.	2
Hair Salon - Has anyone seen a Loreal Salon in Doha? I would assume it may be in one of the hotels/resorts. The salon would have Loreal branding on the window..... Thanks S	"""Do NOT go to Coiffure Francaise. I went in with very curly hair and asked Marie Claire; the hair dresser; to cut off ONE inch. She cut at least two inches off the overall length. I already had long layers and she asked me if I wanted layers and ended up cutting VERY short layers. She also cut the very front much shorter than the rest of my hair and then straightened the whole thing. I can not wear it curly because it looks REALLY bad. I have to spend extra time straightening my hair; and it's not growing quickly at all. I can't put it in a pony tail yet; and she cut it three weeks ago. If you see a girl around Doha that looks like she tried to give herself """"the Rachel"""" at home; that's me. :("""	2
Hair Salon - Has anyone seen a Loreal Salon in Doha? I would assume it may be in one of the hotels/resorts. The salon would have Loreal branding on the window..... Thanks S	There is a TONI & GUY for ladies at the Mall...	2
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
Hi QL frns; Is there any islamic bank in Qatar which give personal loans? I need loans without interest. Appreciate comments.	YES DEAR QATAR ISLAMIC BANK.GIVING VERY LOW INTEREST LOAN....BUT MOSTLY GIVING WORKING IN GOVERNMENT DEPARTMENT..BUT YOU CAN TRY AND SEE...TAKE CARE	0
HI ! Just wanted to know is it confirm that it's Ramadan tomorrow ?	Ramadan Over Its Eid 2morrow	2
HI ! Just wanted to know is it confirm that it's Ramadan tomorrow ?	Its Eid tomorrow.	2
HI ! Just wanted to know is it confirm that it's Ramadan tomorrow ?	smart idiot...that was quite funny.. its Eid tomorrow..	2
none	Yes you can smoke after dark in public during Ramadan (whereever it is normally permitted).	1
none	Yes; you can smoke after sunset during Ramadhan; as normal days..	1
none	The ramadan nights are not to smoke.To let go your sins.	2
none	Yes! You can smoke in public after sunset till dawn.	1
"There´s a job offer which states monthly salary """"QR 30;000 Full Package. I just wanted to ask if this means 30;000k plus housing; automobile and other expenses; or if it means that the QR 30;000 is the full package and from these you have to discount housing; automobile; etc. Thanks."""	Full package means including all the allowances (housing; transport etc) its QR 30;000.	1
"There´s a job offer which states monthly salary """"QR 30;000 Full Package. I just wanted to ask if this means 30;000k plus housing; automobile and other expenses; or if it means that the QR 30;000 is the full package and from these you have to discount housing; automobile; etc. Thanks."""	Full pakage means ; this salry include everything ; and the company not paying any extra fee for anythings	1
"There´s a job offer which states monthly salary """"QR 30;000 Full Package. I just wanted to ask if this means 30;000k plus housing; automobile and other expenses; or if it means that the QR 30;000 is the full package and from these you have to discount housing; automobile; etc. Thanks."""	except incentives and bonuses. On a lighter note - Full package means a good face;bank balance and nice figure.	0
"There´s a job offer which states monthly salary """"QR 30;000 Full Package. I just wanted to ask if this means 30;000k plus housing; automobile and other expenses; or if it means that the QR 30;000 is the full package and from these you have to discount housing; automobile; etc. Thanks."""	Yes dear ... this means your salary will include all other allowances as house allowance; transportation allowance; tickets and any other expenses. Good Luck - Mamoon	1
what is the normal salary for a PhD from UK in the government sector??	Off-hand? Starting at 20;000 QR/mo.	1
what is the normal salary for a PhD from UK in the government sector??	99.9% of the poeple on QL do not have Phd so it is difficult to help you.But i think with little experience u should get at least QR 20k and with more experience at least QR .	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	Go to landmark or Carrefour Market at abu humor	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	Landmark and Abu Hamoor branches are still open	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	In land mark and Lagoona	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	Landmark	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	recently its opened a new Carrefour in Abou Hamour.next to the Daar al Salam coumpand.Good luck.	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	Abu Hamour and Landmark branches are open	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	The one in Landmark.	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	you can go to Landmark or Carrefour Market at abu humor	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	Abou Hamour area..its open since May..	1
Is there any Carrefour which is open ?? Please update. Thanks in advance.	Abou Hamour area; open since May.	1
For a gold star and a seat at the front of the class; who can name all the locations of Carrefour in Qatar?	city center; landmark and villagio.	0
none	Carrefour is cheaper.	2
none	CARREFOUR	2
none	well ICGURU; we cant compare your Dell price to carrefour since they're not selling DELL brand. As to my observation; Carrefour is cheaper than Jarir but the latter has better Technical Support and Service if you have trouble with your device.	2
none	When I compared some of my stuffs;; i found Carrefour cheaper..!! but its a must to check for your items before buying one.	2
none	Jarir is good and prices are reasonable	2
none	...............Carrefore for sure...............	2
none	"""Carrefour may be cheaper but definitely Jarir has the edge over """"before-sales"""" and """"after-sales"""" service. You ask a Carrefour salesman about technical matters and most probably you won't get a satisfactory answer. Assuming you get hold of a salesman! Would QRs.20.00 difference be enough for your headache?"""	2
none	When it comes to Identical LapTops; Then Carrefour is cheaper; yet that does not mean that Carrefour provides the best choices.[Note: what you buy from them has warrenty]. If you are looking for acertain brand with special specificatins; you might not find it at carrefour... So what you pay for is what you get according to what you want whether in Jarrir ; Carrefour or any other place. We can say one thing: they both are the most popular and saffest to buy from. :-)	2
none	if you want quality; go to jarir. if you want a bargain; go to carrefour	2
We are new Philipino couples comer in Qatar. We have attended many shops in Doha; but We have difficulties in searching the proper size of Asian ladies Clothes; Shoes & Sandals. Anyone knows? please inform us.. Thank you Friendly Couple.	We provide the high quality clothes; Shoes and bags; especially for asian ladies (Indonesia; Malaysia; Philipina; Thailand; China; etc) in Qatar with an affordable price based on their quality. We are ready to supply these clothes to you; both individually and to the fashion shops in Qatar. We will not charge you for delivery to your address around Doha City-Qatar. Please visit our website www.qatarbeautyshop.com. We also always online on facebook: runa_store@yahoo.com or Runa Mode. You can open our album in our facebook and will find many types and sizes.	2
I know I can find this information elsewhere; I just thought I would ask on here first just incase someone can save me the trouble of looking it up myself.	The 18th of April 2013.. Your welcome!	2
I know I can find this information elsewhere; I just thought I would ask on here first just incase someone can save me the trouble of looking it up myself.	ahhhhhhhh ... its thursday ... finally..... this week was longer than usual ..isnt ??? :-)	2
Does anybody knows a lady fitness center; exept the one at salwa road? thanks for your help.	Al Massa gym (has aerobics and other exercise classes).  It's behind Chillis at the Ramada Junction. They have ladies only gym and classes. Tel: 4781022 (I think) It may be 444161 - I have 2 numbers written here on a scrap of paper and not sure which is which! lol Hope this helps.	1
Does anybody knows a lady fitness center; exept the one at salwa road? thanks for your help.	Nero Blanco gym along airport area. It's a men and women's gym. Fee is 1000-1500QAR per year.	1
Does anybody knows a lady fitness center; exept the one at salwa road? thanks for your help.	Nero Blanco Gym	1
Does anybody knows a lady fitness center; exept the one at salwa road? thanks for your help.	how are you doing girl? well.. Al Massa charges QR1000 for 3 months as I am aware. And if you pay for the whole year; it will cost you something QR2400-2500... unless they increased the fee...I personally like Gym at the Sehati Beauty Mall; as they have the best selection of machines so far; even though it's still way too poor comparing to gyms in Canada; but at least it's better then other gyms... If you need only classes; the best choice is Aspire. BTW; i have never heard of Nero Blanco too.. Can someone explain where is that exactly and how to get there? thanks. ********** [img_assist|nid=102563|title=QS|desc=|link=none|align=left|width=|height=0] Copyright©Mr.PAUL	0
why Arab Girls NOt getting marry indian man	If the Indian man is Hindu; no; it's not allowed. Mandi	1
why Arab Girls NOt getting marry indian man	Im going to be honest and blunt. I think its because most qatari woman dont find indian men very attractive. Im just telling you what I think; Im a Qatari man and to be honest I dont care where your from it depends if I like you enough.	2
